case_id,dataset,position_id,k,band,source,n_legal,gap,v27_choice,ref_choice,ref_kind,v27_q,ref_q,v27_eval,ref_eval,mechanism_raw,failure_class,candidate_patch,leaf_addressable,also_iter8_miss,raw_path
mid::heur3200_s3502000034_K40,midgame,heur3200_s3502000034_K40,40,early_mid,heur@3200,41,0.0077,1064,1551,teacher(heur@3200),-0.69655,-0.68065,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000006_K16,midgame,heur3200_s3502000006_K16,16,late_mid,heur@3200,28,0.0077,638,1033,teacher(heur@3200),0.02794,0.0387,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000044_K40,midgame,greedy_s3500000044_K40,40,early_mid,greedy,48,0.0076,1026,1441,teacher(heur@3200),-0.43023,-0.42247,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000046_K52,midgame,hybrid_8_3200_s3503000046_K52,52,opening,hybrid:8:3200,19,0.0074,1560,1562,teacher(heur@3200),0.58005,0.58838,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::hybrid_8_3200_s3503000018_K52,midgame,hybrid_8_3200_s3503000018_K52,52,opening,hybrid:8:3200,23,0.0073,1360,1463,teacher(heur@3200),-0.14071,-0.13343,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000003_K40,midgame,greedy_s3500000003_K40,40,early_mid,greedy,40,0.0069,1136,1364,teacher(heur@3200),0.37956,0.38777,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000011_K40,midgame,greedy_s3500000011_K40,40,early_mid,greedy,29,0.0035,833,967,teacher(heur@3200),-0.37986,-0.37639,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,False,
mid::greedy_s3500000025_K16,midgame,greedy_s3500000025_K16,16,late_mid,greedy,39,0.0067,846,1256,teacher(heur@3200),0.68107,0.68775,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000019_K52,midgame,greedy_s3500000019_K52,52,opening,greedy,22,0.0032,1261,1556,teacher(heur@3200),0.53609,0.5493,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000031_K40,midgame,heur3200_s3502000031_K40,40,early_mid,heur@3200,29,0.0065,1038,1232,teacher(heur@3200),0.62329,0.63162,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000005_K40,midgame,heur3200_s3502000005_K40,40,early_mid,heur@3200,16,0.0064,744,848,teacher(heur@3200),0.3636,0.36999,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000004_K16,midgame,hybrid_8_3200_s3503000004_K16,16,late_mid,hybrid:8:3200,22,0.0032,752,754,teacher(heur@3200),-0.01173,-0.00852,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::iter8_s3501000010_K10,midgame,iter8_s3501000010_K10,10,pre_endgame,iter8,48,0.0031,941,1656,teacher(heur@3200),0.48786,0.49098,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000021_K52,midgame,iter8_s3501000021_K52,52,opening,iter8,25,0.006,1253,1454,teacher(heur@3200),0.04251,0.04852,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000003_K52,midgame,greedy_s3500000003_K52,52,opening,greedy,22,0.0029,1361,1362,teacher(heur@3200),-0.10474,-0.09222,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000043_K40,midgame,hybrid_8_3200_s3503000043_K40,40,early_mid,hybrid:8:3200,30,0.0059,1230,1551,teacher(heur@3200),0.87532,0.8864,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000015_K40,midgame,hybrid_8_3200_s3503000015_K40,40,early_mid,hybrid:8:3200,32,0.0029,841,1339,teacher(heur@3200),-0.01987,0.04156,,,completion/score-greed,completion-timing,completion_timing_v1,partial,False,
mid::greedy_s3500000026_K52,midgame,greedy_s3500000026_K52,52,opening,greedy,16,0.0057,848,849,teacher(heur@3200),-0.62178,-0.61609,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000035_K28,midgame,greedy_s3500000035_K28,28,mid,greedy,32,0.0057,842,962,teacher(heur@3200),-0.12902,0.19962,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000021_K28,midgame,iter8_s3501000021_K28,28,mid,iter8,40,0.0057,1130,1325,teacher(heur@3200),0.27903,0.28477,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000011_K16,midgame,greedy_s3500000011_K16,16,late_mid,greedy,48,0.0057,1132,1139,teacher(heur@3200),-0.53308,-0.52741,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000010_K28,midgame,hybrid_8_3200_s3503000010_K28,28,mid,hybrid:8:3200,29,0.0056,1138,1162,teacher(heur@3200),-0.75679,-0.72011,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000024_K40,midgame,greedy_s3500000024_K40,40,early_mid,greedy,32,0.0054,1648,1663,teacher(heur@3200),0.46883,0.50238,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000025_K40,midgame,heur3200_s3502000025_K40,40,early_mid,heur@3200,23,0.0054,1162,1267,teacher(heur@3200),0.38361,0.38906,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000008_K52,midgame,heur3200_s3502000008_K52,52,opening,heur@3200,25,0.0052,1034,1234,teacher(heur@3200),-0.13801,-0.12025,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000015_K52,midgame,heur3200_s3502000015_K52,52,opening,heur@3200,23,0.0026,1050,1141,teacher(heur@3200),0.00067,0.01719,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000034_K40,midgame,iter8_s3501000034_K40,40,early_mid,iter8,25,0.0052,944,1166,teacher(heur@3200),-0.54202,-0.50222,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000011_K52,midgame,heur3200_s3502000011_K52,52,opening,heur@3200,15,0.0026,1041,1459,teacher(heur@3200),0.42326,0.49706,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000040_K10,midgame,iter8_s3501000040_K10,10,pre_endgame,iter8,64,0.0051,632,1068,teacher(heur@3200),0.6381,0.64344,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000006_K52,midgame,hybrid_8_3200_s3503000006_K52,52,opening,hybrid:8:3200,26,0.0025,958,1059,teacher(heur@3200),0.94698,0.95008,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000031_K10,midgame,greedy_s3500000031_K10,10,pre_endgame,greedy,44,0.005,646,931,teacher(heur@3200),-0.30168,-0.28611,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000010_K52,midgame,iter8_s3501000010_K52,52,opening,iter8,22,0.0047,954,1458,teacher(heur@3200),0.18086,0.18561,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000028_K52,midgame,hybrid_8_3200_s3503000028_K52,52,opening,hybrid:8:3200,16,0.0023,940,1060,teacher(heur@3200),0.1379,0.14026,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000031_K52,midgame,hybrid_8_3200_s3503000031_K52,52,opening,hybrid:8:3200,26,0.0022,1244,1365,teacher(heur@3200),0.34387,0.36436,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000010_K40,midgame,iter8_s3501000010_K40,40,early_mid,iter8,20,0.0023,849,1336,teacher(heur@3200),-0.09022,-0.08085,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000048_K10,midgame,heur3200_s3502000048_K10,10,pre_endgame,heur@3200,24,0.0045,1476,1135,teacher(heur@3200),-0.46154,-0.37259,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000034_K52,midgame,heur3200_s3502000034_K52,52,opening,heur@3200,40,0.0044,944,1164,teacher(heur@3200),-0.28503,-0.28058,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000046_K28,midgame,hybrid_8_3200_s3503000046_K28,28,mid,hybrid:8:3200,32,0.0043,644,1036,teacher(heur@3200),0.1362,0.14142,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000007_K40,midgame,hybrid_8_3200_s3503000007_K40,40,early_mid,hybrid:8:3200,39,0.0042,840,844,teacher(heur@3200),0.29262,0.30444,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000002_K16,midgame,greedy_s3500000002_K16,16,late_mid,greedy,48,0.0021,1137,1268,teacher(heur@3200),-0.24916,-0.22728,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000007_K16,midgame,heur3200_s3502000007_K16,16,late_mid,heur@3200,33,0.0021,745,1232,teacher(heur@3200),0.8902,0.8923,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::greedy_s3500000046_K40,midgame,greedy_s3500000046_K40,40,early_mid,greedy,15,0.0041,1237,1145,teacher(heur@3200),-0.33479,-0.31953,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000030_K28,midgame,greedy_s3500000030_K28,28,mid,greedy,50,0.002,937,940,teacher(heur@3200),-0.73473,-0.7327,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::heur3200_s3502000002_K28,midgame,heur3200_s3502000002_K28,28,mid,heur@3200,32,0.0041,944,1265,teacher(heur@3200),0.19458,0.2009,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000043_K52,midgame,hybrid_8_3200_s3503000043_K52,52,opening,hybrid:8:3200,16,0.002,1364,1365,teacher(heur@3200),0.73336,0.73777,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000008_K28,midgame,iter8_s3501000008_K28,28,mid,iter8,36,0.0019,833,1537,teacher(heur@3200),-0.34114,-0.33293,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000015_K52,midgame,greedy_s3500000015_K52,52,opening,greedy,17,0.0038,1060,1352,teacher(heur@3200),0.03263,0.03822,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000025_K28,midgame,greedy_s3500000025_K28,28,mid,greedy,31,0.0038,836,877,teacher(heur@3200),0.56613,0.57643,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000036_K28,midgame,iter8_s3501000036_K28,28,mid,iter8,41,0.0038,828,1473,teacher(heur@3200),-0.02283,0.00696,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000039_K52,midgame,heur3200_s3502000039_K52,52,opening,heur@3200,22,0.0037,1042,1141,teacher(heur@3200),-0.2757,-0.26148,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000047_K10,midgame,greedy_s3500000047_K10,10,pre_endgame,greedy,63,0.0037,641,761,teacher(heur@3200),-0.95552,-0.95053,,,completion/score-greed,completion-timing,completion_timing_v1,partial,True,
mid::iter8_s3501000023_K10,midgame,iter8_s3501000023_K10,10,pre_endgame,iter8,39,0.0037,830,1070,teacher(heur@3200),-0.98748,-0.97323,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000046_K52,midgame,greedy_s3500000046_K52,52,opening,greedy,36,0.0018,1237,1456,teacher(heur@3200),0.0838,0.1436,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::heur3200_s3502000002_K16,midgame,heur3200_s3502000002_K16,16,late_mid,heur@3200,40,0.0036,725,1433,teacher(heur@3200),-0.39149,-0.38431,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000048_K52,midgame,greedy_s3500000048_K52,52,opening,greedy,21,0.0017,963,1538,teacher(heur@3200),-0.19085,-0.18735,,,completion/score-greed,completion-timing,completion_timing_v1,partial,False,
mid::heur3200_s3502000024_K16,midgame,heur3200_s3502000024_K16,16,late_mid,heur@3200,52,0.0035,1657,1749,teacher(heur@3200),0.97108,0.97783,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::hybrid_8_3200_s3503000045_K16,midgame,hybrid_8_3200_s3503000045_K16,16,late_mid,hybrid:8:3200,38,0.0035,648,1269,teacher(heur@3200),0.31641,0.3229,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000001_K10,midgame,iter8_s3501000001_K10,10,pre_endgame,iter8,34,0.0035,752,1265,teacher(heur@3200),-0.45089,-0.43974,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000020_K52,midgame,hybrid_8_3200_s3503000020_K52,52,opening,hybrid:8:3200,26,0.0034,962,1036,teacher(heur@3200),0.70366,0.71494,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000004_K40,midgame,greedy_s3500000004_K40,40,early_mid,greedy,42,0.0034,1132,1541,teacher(heur@3200),0.54223,0.54659,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000014_K16,midgame,iter8_s3501000014_K16,16,late_mid,iter8,44,0.0034,765,836,teacher(heur@3200),-0.67115,-0.6635,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000045_K52,midgame,iter8_s3501000045_K52,52,opening,iter8,22,0.0033,953,1156,teacher(heur@3200),0.66283,0.67425,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000013_K40,midgame,iter8_s3501000013_K40,40,early_mid,iter8,38,0.0033,741,1168,teacher(heur@3200),-0.71057,-0.69952,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000049_K10,midgame,hybrid_8_3200_s3503000049_K10,10,pre_endgame,hybrid:8:3200,31,0.0033,630,1036,teacher(heur@3200),-0.25619,-0.24853,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000024_K10,midgame,iter8_s3501000024_K10,10,pre_endgame,iter8,35,0.0033,1034,1035,teacher(heur@3200),-0.77778,-0.77449,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000015_K28,midgame,heur3200_s3502000015_K28,28,mid,heur@3200,31,0.0032,749,1172,teacher(heur@3200),-0.51823,-0.49624,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000006_K16,midgame,iter8_s3501000006_K16,16,late_mid,iter8,49,0.0016,1747,751,teacher(heur@3200),0.95758,0.95936,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000009_K52,midgame,heur3200_s3502000009_K52,52,opening,heur@3200,22,0.0031,941,1362,teacher(heur@3200),-0.59175,-0.48449,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000049_K52,midgame,heur3200_s3502000049_K52,52,opening,heur@3200,31,0.0031,1359,1444,teacher(heur@3200),-0.66452,-0.65135,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000022_K28,midgame,hybrid_8_3200_s3503000022_K28,28,mid,hybrid:8:3200,32,0.0031,741,936,teacher(heur@3200),0.41004,0.41717,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000023_K16,midgame,hybrid_8_3200_s3503000023_K16,16,late_mid,hybrid:8:3200,25,0.0015,1165,1435,teacher(heur@3200),-0.28267,-0.28002,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000000_K10,midgame,iter8_s3501000000_K10,10,pre_endgame,iter8,52,0.0031,848,948,teacher(heur@3200),-0.87846,-0.87448,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000042_K16,midgame,heur3200_s3502000042_K16,16,late_mid,heur@3200,44,0.003,754,1025,teacher(heur@3200),0.41363,0.43479,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000018_K10,midgame,heur3200_s3502000018_K10,10,pre_endgame,heur@3200,56,0.0015,852,1280,teacher(heur@3200),-0.64323,-0.63564,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000000_K10,midgame,hybrid_8_3200_s3503000000_K10,10,pre_endgame,hybrid:8:3200,52,0.003,772,852,teacher(heur@3200),-0.48135,-0.47594,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000011_K40,midgame,hybrid_8_3200_s3503000011_K40,40,early_mid,hybrid:8:3200,20,0.0015,848,964,teacher(heur@3200),0.76159,0.76305,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000032_K40,midgame,iter8_s3501000032_K40,40,early_mid,iter8,30,0.0029,746,1468,teacher(heur@3200),-0.20833,-0.20136,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000029_K28,midgame,iter8_s3501000029_K28,28,mid,iter8,34,0.0029,1161,1441,teacher(heur@3200),-0.66225,-0.65931,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000044_K28,midgame,iter8_s3501000044_K28,28,mid,iter8,26,0.0014,1434,1533,teacher(heur@3200),-0.87073,-0.86928,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::greedy_s3500000034_K52,midgame,greedy_s3500000034_K52,52,opening,greedy,17,0.0028,1448,1449,teacher(heur@3200),0.48961,0.52116,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000011_K28,midgame,greedy_s3500000011_K28,28,mid,greedy,38,0.0014,962,1161,teacher(heur@3200),-0.11622,-0.11484,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000007_K10,midgame,greedy_s3500000007_K10,10,pre_endgame,greedy,58,0.0028,944,969,teacher(heur@3200),-0.38679,-0.38395,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000034_K52,midgame,hybrid_8_3200_s3503000034_K52,52,opening,hybrid:8:3200,30,0.0027,1233,1336,teacher(heur@3200),0.00778,0.01044,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000014_K40,midgame,hybrid_8_3200_s3503000014_K40,40,early_mid,hybrid:8:3200,37,0.0027,853,1533,teacher(heur@3200),-0.88988,-0.88243,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000037_K28,midgame,iter8_s3501000037_K28,28,mid,iter8,36,0.0013,836,1436,teacher(heur@3200),-0.87309,-0.87006,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000020_K16,midgame,heur3200_s3502000020_K16,16,late_mid,heur@3200,36,0.0027,744,964,teacher(heur@3200),-0.23808,-0.23541,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000008_K16,midgame,hybrid_8_3200_s3503000008_K16,16,late_mid,hybrid:8:3200,43,0.0027,832,1660,teacher(heur@3200),0.4438,0.44716,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000020_K10,midgame,heur3200_s3502000020_K10,10,pre_endgame,heur@3200,37,0.0013,836,937,teacher(heur@3200),-0.22081,-0.21605,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000003_K28,midgame,heur3200_s3502000003_K28,28,mid,heur@3200,49,0.0026,846,847,teacher(heur@3200),-0.84893,-0.84635,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000013_K10,midgame,hybrid_8_3200_s3503000013_K10,10,pre_endgame,hybrid:8:3200,44,0.0026,741,1131,teacher(heur@3200),-0.58413,-0.5728,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000007_K52,midgame,greedy_s3500000007_K52,52,opening,greedy,29,0.0013,1461,1462,teacher(heur@3200),-0.56415,-0.5629,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000039_K52,midgame,greedy_s3500000039_K52,52,opening,greedy,14,0.0025,1266,1267,teacher(heur@3200),0.07548,0.07908,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000012_K52,midgame,heur3200_s3502000012_K52,52,opening,heur@3200,20,0.0012,944,1455,teacher(heur@3200),-0.24763,-0.24337,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,False,
mid::heur3200_s3502000016_K52,midgame,heur3200_s3502000016_K52,52,opening,heur@3200,18,0.0025,1356,1358,teacher(heur@3200),-0.7805,-0.778,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000006_K28,midgame,iter8_s3501000006_K28,28,mid,iter8,32,0.0025,646,1454,teacher(heur@3200),0.79053,0.82301,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000038_K16,midgame,heur3200_s3502000038_K16,16,late_mid,heur@3200,40,0.0025,744,748,teacher(heur@3200),0.55894,0.56356,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000045_K28,midgame,hybrid_8_3200_s3503000045_K28,28,mid,hybrid:8:3200,36,0.0024,748,750,teacher(heur@3200),0.59272,0.59508,,,completion/score-greed,completion-timing,completion_timing_v1,partial,True,
mid::iter8_s3501000049_K28,midgame,iter8_s3501000049_K28,28,mid,iter8,52,0.0024,840,1136,teacher(heur@3200),-0.15351,-0.15098,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000027_K16,midgame,iter8_s3501000027_K16,16,late_mid,iter8,27,0.0024,1238,1434,teacher(heur@3200),0.32514,0.32752,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000032_K10,midgame,greedy_s3500000032_K10,10,pre_endgame,greedy,47,0.0024,1326,1645,teacher(heur@3200),-0.20698,-0.20212,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000048_K10,midgame,iter8_s3501000048_K10,10,pre_endgame,iter8,43,0.0024,658,741,teacher(heur@3200),0.77835,0.78881,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000013_K52,midgame,greedy_s3500000013_K52,52,opening,greedy,31,0.0023,744,1237,teacher(heur@3200),0.49931,0.56093,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000027_K52,midgame,greedy_s3500000027_K52,52,opening,greedy,19,0.0023,1544,1545,teacher(heur@3200),-0.37528,-0.37298,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000005_K40,midgame,hybrid_8_3200_s3503000005_K40,40,early_mid,hybrid:8:3200,26,0.0011,854,858,teacher(heur@3200),0.13919,0.14032,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000042_K40,midgame,hybrid_8_3200_s3503000042_K40,40,early_mid,hybrid:8:3200,16,0.0023,945,952,teacher(heur@3200),0.05024,0.05254,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000032_K28,midgame,hybrid_8_3200_s3503000032_K28,28,mid,hybrid:8:3200,34,0.0011,1632,1845,teacher(heur@3200),0.97367,0.97493,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000026_K16,midgame,iter8_s3501000026_K16,16,late_mid,iter8,34,0.0023,744,1762,teacher(heur@3200),-0.16623,-0.12804,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000036_K52,midgame,greedy_s3500000036_K52,52,opening,greedy,27,0.0022,840,1242,teacher(heur@3200),-0.34493,-0.20922,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000018_K28,midgame,heur3200_s3502000018_K28,28,mid,heur@3200,50,0.0022,1343,1450,teacher(heur@3200),0.55702,0.55925,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000028_K28,midgame,iter8_s3501000028_K28,28,mid,iter8,27,0.0011,937,943,teacher(heur@3200),-0.79349,-0.7923,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000035_K16,midgame,heur3200_s3502000035_K16,16,late_mid,heur@3200,26,0.0022,860,863,teacher(heur@3200),-0.78389,-0.78165,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000012_K16,midgame,hybrid_8_3200_s3503000012_K16,16,late_mid,hybrid:8:3200,50,0.0022,641,1840,teacher(heur@3200),-0.15444,-0.14625,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000041_K52,midgame,heur3200_s3502000041_K52,52,opening,heur@3200,28,0.0021,1157,950,teacher(heur@3200),0.71122,0.7863,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000046_K40,midgame,heur3200_s3502000046_K40,40,early_mid,heur@3200,31,0.0021,1065,1360,teacher(heur@3200),0.37268,0.38158,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000038_K52,midgame,hybrid_8_3200_s3503000038_K52,52,opening,hybrid:8:3200,36,0.002,953,1540,teacher(heur@3200),0.57316,0.6342,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000034_K40,midgame,hybrid_8_3200_s3503000034_K40,40,early_mid,hybrid:8:3200,33,0.002,1230,930,teacher(heur@3200),0.77649,0.77849,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000045_K40,midgame,hybrid_8_3200_s3503000045_K40,40,early_mid,hybrid:8:3200,28,0.0019,1040,1041,teacher(heur@3200),0.48067,0.48253,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000004_K28,midgame,greedy_s3500000004_K28,28,mid,greedy,38,0.0019,1032,1348,teacher(heur@3200),0.30576,0.3165,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000030_K28,midgame,heur3200_s3502000030_K28,28,mid,heur@3200,33,0.0019,1034,1538,teacher(heur@3200),0.85365,0.85711,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000031_K16,midgame,iter8_s3501000031_K16,16,late_mid,iter8,30,0.0019,839,1439,teacher(heur@3200),0.54086,0.54277,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
